,Time,Alt,Bearing,Speed,VerticalAccuracy,Accuracy
236,1624445438980,144.95882505033475,34.98256,1.0249584,3.0,4.066
237,1624445444388,144.9743962295101,26.113415,0.9164753,3.0,4.348
238,1624445449963,144.99698189075465,36.581074,0.9978549,3.0,4.035
239,1624445455139,144.88347265063106,0.22434957,0.66133076,3.0,3.774
240,1624445460953,144.86292191683603,0.001888648,0.34185824,3.0,3.604
241,1624445465973,144.8976502602741,54.484154,0.26468614,3.0,4.658
242,1624445470977,144.78770140300088,15.996945,0.23405825,3.0,6.157
243,1624445476897,144.89630741867416,49.21716,0.36520368,3.0,6.875
244,1624445481899,144.81834488777088,42.407978,0.14489616,3.0,4.778
245,1624445486960,144.85732486467896,40.413982,0.45778087,3.0,4.062
246,1624445491973,144.893948038485,38.732586,0.5509341,3.0,4.159
247,1624445497963,144.77860011298316,33.970284,0.38319656,3.0,4.123
248,1624445503437,144.79187655878147,36.13518,0.15497312,3.0,3.792
249,1624445508623,144.88441416696202,40.826828,0.39256746,3.0,3.553
250,1624445513716,144.9448348055165,41.266045,0.61788243,3.0,3.571
251,1624445519278,145.07256958669896,54.284985,0.2773097,3.0,3.508
252,1624445524696,145.0234275244519,33.129066,0.25511172,3.0,4.318
253,1624445529976,145.06974734862214,30.251799,0.22819255,3.0,6.419
254,1624445535271,145.16585447300386,37.412785,0.469446,3.0,7.007
255,1624445540586,145.27153334875558,29.477377,0.67308134,3.0,7.762
256,1624445545873,145.28594475620218,28.972973,0.81890756,3.0,7.418
257,1624445551267,145.4165654171468,51.185226,0.7075852,3.0,7.07
258,1624445556973,145.5895140463878,57.159393,0.29673815,3.0,6.516
259,1624445562977,145.4275537947885,89.96243,0.20545737,3.0,5.837
260,1624445568985,145.43026522334534,86.1781,0.13613491,3.0,5.303
261,1624445574635,145.36633727015044,45.46231,0.6218756,3.0,5.505
262,1624445580165,145.29495192511718,43.012615,0.40510166,3.0,7.007
263,1624445585266,145.28637955502134,47.4621,0.6789323,3.0,7.141
264,1624445590701,145.25634457191555,39.335968,0.14397854,3.0,7.541
265,1624445595990,145.4104074169737,38.55965,0.6452514,3.0,6.66
266,1624445601755,145.40432431481386,31.89359,0.6831966,3.0,7.158
267,1624445606889,145.4642418775733,24.617348,0.3539541,3.0,8.224
268,1624445611947,145.37874351973056,12.567764,0.24902669,3.0,8.987
269,1624445616985,145.36677431980058,25.72644,0.50324625,3.0,7.23
270,1624445622356,145.24834212215958,27.069788,0.6550969,3.0,7.48
271,1624445627695,145.57183456715353,22.890852,0.6736335,3.0,8.001
272,1624445632991,145.46944528176758,13.49773,0.5789037,3.0,8.461
273,1624445638460,145.46112355971357,17.344574,0.50550497,3.0,7.731
274,1624445643797,145.47144513402728,17.716162,0.6887562,3.0,8.112
275,1624445648996,145.5176363741036,21.631245,0.79048234,3.0,8.025
276,1624445654415,145.49948709744177,21.745083,0.7914373,3.0,8.726
277,1624445659966,146.00398233446987,18.669048,0.7080337,3.0,6.904
278,1624445664989,146.04147774206712,21.125126,0.78592956,3.0,7.978
279,1624445670912,146.4420146841721,26.258404,0.7424376,3.0,7.899
280,1624445675979,146.45948493315723,23.515747,0.410039,3.0,8.754
281,1624445681355,146.6112659446119,27.154692,0.6065963,3.0,7.705
282,1624445686635,146.56038230822858,19.691292,0.57066995,3.0,9.294
283,1624445691952,146.84283390876365,14.573948,0.26770553,3.0,8.527
284,1624445697951,146.8032437444904,20.428888,0.10617137,3.0,8.022
285,1624445703949,146.99959661143512,15.69529,0.068111144,3.0,5.293
286,1624445708956,147.01199309164514,0.00032601095,0.0017628403,3.0,5.303
287,1624445714733,147.14464789522276,342.2313,0.00023673063,3.0,4.933
288,1624445719939,147.1397481732393,32.33809,0.53338724,3.0,5.235
289,1624445725404,147.4144334500937,9.306244,0.60823447,3.0,5.034
290,1624445730602,147.5314141501405,24.721859,0.6531147,3.0,6.791
291,1624445735592,147.47821892188867,22.724174,0.39224288,3.0,5.572
292,1624445740749,147.70743243503313,22.172352,0.6884447,3.0,6.569
293,1624445745960,147.7021556858259,17.429995,0.86035794,3.0,7.297
294,1624445751081,148.04208106612026,18.132679,0.8709431,3.0,7.904
295,1624445756905,147.99883915317594,19.014984,0.87382317,3.0,6.83
296,1624445761955,147.89622082619454,20.32141,0.9352893,3.0,7.192
297,1624445767615,148.18780714071735,20.248438,0.93777996,3.0,5.765
298,1624445772695,148.80883052349245,25.283997,0.98874515,3.0,7.276
299,1624445777865,148.78006057819874,23.831274,1.040607,3.0,8.947
300,1624445783324,148.89320054884604,12.455248,0.4296166,3.0,7.641
301,1624445788659,148.98384317643203,6.962307,0.44813904,3.0,7.255
302,1624445794136,149.16952434330543,8.907445,0.39600447,3.0,7.001
303,1624445799493,149.15121068354244,12.037494,0.3607449,3.0,6.313
304,1624445804973,149.43121470199105,22.07833,0.5841062,3.0,7.304
305,1624445810197,149.46544987624227,17.337214,0.84658027,3.0,7.564
