1634469751897,52.4075361,-1.4935381,133.03593659575242,0.0,0.0,3.0,8.28
1634469751904,52.4075361,-1.4935381,133.03593659575242,0.0,0.0,3.0,8.28
1634469754400,52.4071522,-1.4936845,132.6139007300652,0.0,0.0,3.0,19.398
1634469759629,52.407184,-1.493628,132.67467286571238,0.013831295,1.0878917,3.0,19.165
1634469764801,52.4073336,-1.493649,132.71994222765497,109.49764,0.0756763,3.0,12.685
1634469770321,52.4073515,-1.4936658,132.57835872653447,262.85712,0.4822949,3.0,20.498
1634469775822,52.4073621,-1.4936898,132.45065682701133,256.9175,0.5147818,3.0,13.614
1634469781106,52.4073605,-1.4937012,132.48788922850284,231.94336,0.41589788,3.0,11.442
1634469786678,52.4073305,-1.4936946,132.62801268585153,277.51453,0.11894322,3.0,9.694
1634469792628,52.4072938,-1.4936702,132.58442800101653,169.58487,0.40154633,3.0,8.0
1634469798624,52.4072947,-1.4936338,132.66071912091277,85.67476,0.04777258,3.0,8.416
1634469804595,52.4072874,-1.4936319,132.71143953026956,180.0,0.06005462,3.0,8.583
1634469810573,52.407275,-1.4936253,132.52181007056464,180.0,0.29231584,3.0,7.928
1634469815595,52.4072728,-1.4936211,132.5627606551681,180.0,5.9371506E-4,3.0,7.6
1634469820583,52.4072585,-1.4936118,132.58806585247595,180.0,0.12044463,3.0,7.485
1634469825592,52.4072592,-1.4936099,132.68656754916003,0.0,0.0048480136,3.0,7.6
1634469831561,52.4072344,-1.4935926,132.5825614753455,156.65741,0.9505398,3.0,7.792
1634469836580,52.4071597,-1.4935423,132.66058062287158,154.96913,1.6782936,3.0,8.5
1634469842562,52.4071357,-1.4934858,132.5761972400573,82.01169,0.22815017,3.0,8.137
1634469847589,52.4071523,-1.4934508,132.54270728963817,88.01604,0.5837983,3.0,9.333
1634469852598,52.4071257,-1.4934587,132.5343587896152,199.43382,0.5386329,3.0,9.193
1634469858602,52.4071431,-1.4934889,132.51997692996466,1.4067503,0.29880825,3.0,8.8
1634469864574,52.4071597,-1.4935097,132.61057890586136,3.4580584,0.36429572,3.0,9.477
1634469870539,52.4071569,-1.4934975,132.6852420395451,63.91913,0.5187163,3.0,9.25
1634469875573,52.4071673,-1.4934501,132.6437672685828,88.85687,0.46185562,3.0,9.76
1634469880573,52.4071618,-1.4934358,132.7011735418233,166.63432,0.16500352,3.0,9.1
1634469886583,52.4071463,-1.4934231,132.46530031351446,115.05416,0.25236663,3.0,9.5
1634469891616,52.407131,-1.493414,132.48853356438244,158.09987,0.5734241,3.0,10.3
1634469897564,52.407114,-1.4934203,132.44177523527742,172.40799,0.31855345,3.0,12.0
